timestamp,date,Ливневой снег умеренный или сильный,Морось (незамерзающая) умеренная непрерывная,"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Туман (видимость менее 1 км),Ливневой дождь со снегом умеренный или сильный,"Осадки за 12 часов, мм",Туман начался (усилился). Небо видно,Ливневой дождь со снегом слабый,"Высота снежного покрова, см",В окрестности станции тумана нет,Ливневый дождь со снегом,"Осадки за 24 часа, мм",Количество облаков уменьшилось,Морось (незамерзающая) слабая с перерывами,Ливневый дождь,Ливневой дождь слабый,Дымка (видимость больше 1 км),Туман без изменений (небо не видно),Осадки (достигают поверхности земли вдали от станции (&gt; 5 км)),Дождь (незамерзающий) слабый с перерывами,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Туман начался (усилился). Небо не видно,Ливневой дождь умеренный или сильный,"Температура воздуха, °C","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,Поземные туманы сплошным слоем (высота меньше 2 м от поверхности земли),"Минимальная температура, °C",Количество облаков не изменилось,"Поземные туманы клочками, полосами(высота меньше 2 м от поверхности земли)",Направление ветра,Балл общей облачности,Ливневой снег слабый,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий) умеренный непрерывный
1600030800,"Воскресенье, 13 сентября
21:00 (UTC)",,,,,,,0,,,,,,0,,,,,,,,,50.0,751,,,8.3,58.7,,,7.4,,,северный,2.0,,,3.0,
1600041600,"Понедельник, 14 сентября
00:00 (UTC)",,,10.0,,,,,,,,,,,,,,,,,,,50.0,750,,,16.8,47.6,,,,,,северо-западный,9.0,,,4.0,
1600052400,"Понедельник, 14 сентября
03:00 (UTC)",,,15.0,,,,,,,,,,,,,,,,,,,50.0,749,,,15.2,49.8,,,,,,северо-западный,9.0,,,10.0,
1600063200,"Понедельник, 14 сентября
06:00 (UTC)",,,17.0,,,,,,,,,,,,,,,,,,,50.0,749,,,16.1,47.0,,,,,,северо-западный,6.0,,,6.0,
1600074000,"Понедельник, 14 сентября
09:00 (UTC)",,,12.0,,,,0,,,,,,,,,,,,,,,50.0,751,,,11.8,57.6,,,,,,северный,2.0,,17.8,2.0,
1600084800,"Понедельник, 14 сентября
12:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,751,,,10.8,54.5,,,,,,северный,2.0,,,3.0,
1600095600,"Понедельник, 14 сентября
15:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,752,,,9.4,56.5,,,,,,северный,0.0,,,4.0,
1600106400,"Понедельник, 14 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,753,,,7.6,67.6,,,,,,северный,1.0,,,3.0,
1600117200,"Понедельник, 14 сентября
21:00 (UTC)",,,,,,,0,,,,,,0,,,,,,,,,50.0,754,,,8.0,63.0,,,6.6,,,северный,0.0,,,3.0,
1600128000,"Вторник, 15 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,755,,,16.4,44.2,,,,,,северный,1.0,,,3.0,
1600138800,"Вторник, 15 сентября
03:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,755,,,17.9,43.1,,,,,,северо-западный,0.0,,,5.0,
1600149600,"Вторник, 15 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,755,,,15.0,50.8,,,,,,юго-восточный,0.0,,,4.0,
1600160400,"Вторник, 15 сентября
09:00 (UTC)",,,,,,,0,,,,,,,,,,,,,,,50.0,757,,,13.4,53.3,,,,,,северный,1.0,,18.3,1.0,
1600171200,"Вторник, 15 сентября
12:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,758,,,12.3,53.0,,,,,,северный,7.0,,,5.0,
1600182000,"Вторник, 15 сентября
15:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,758,,,10.4,67.8,,,,,,северный,2.0,,,2.0,
1600192800,"Вторник, 15 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,758,,,11.6,48.1,,,,,,северо-западный,4.0,,,5.0,
1600203600,"Вторник, 15 сентября
21:00 (UTC)",,,,,,,0,,,,,,0,,,,,,,,,50.0,758,,,11.7,64.4,,,9.9,,,северный,10.0,,,4.0,
1600214400,"Среда, 16 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,759,,,13.4,67.5,,,,True,,северный,10.0,,,5.0,
1600225200,"Среда, 16 сентября
03:00 (UTC)",,,10.0,,,,,,,,,,,,,,,,,,,50.0,759,,,14.5,65.9,,,,,,северо-западный,9.0,,,6.0,
1600236000,"Среда, 16 сентября
06:00 (UTC)",,,12.0,,,,,,,,,,,,,,,,,,,50.0,758,,,14.6,59.1,,,,,,северный,9.0,,,7.0,
1600246800,"Среда, 16 сентября
09:00 (UTC)",,,11.0,,,,0.1,,,,,,,,,,,,,,,50.0,759,,,13.9,53.8,,,,,,северный,10.0,,15.5,6.0,
1600257600,"Среда, 16 сентября
12:00 (UTC)",,,10.0,,,,,,,,,,,,,,,,,,,20.0,759,,,12.4,54.6,,,,,,северный,10.0,,,5.0,
1600268400,"Среда, 16 сентября
15:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,758,,,12.0,52.9,,,,,,северный,9.0,,,5.0,
1600279200,"Среда, 16 сентября
18:00 (UTC)",,,10.0,,,,,,,,,,,,,,,,,,,20.0,758,,,12.6,45.4,,,,,,северный,10.0,,,4.0,
1600290000,"Среда, 16 сентября
21:00 (UTC)",,,10.0,,,,0,,,,,,0.1,,,,,,,,,50.0,758,,,11.7,55.1,,,10.6,,,северный,4.0,,,5.0,
1600300800,"Четверг, 17 сентября
00:00 (UTC)",,,10.0,,,,,,,,,,,,,,,,,,,50.0,758,,,16.2,54.0,,,,,,северный,9.0,,,4.0,
1600311600,"Четверг, 17 сентября
03:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,757,,,17.2,53.2,,,,,,юго-западный,7.0,,,1.0,
1600322400,"Четверг, 17 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,757,,,15.7,62.2,,,,,,северный,7.0,,,4.0,
1600333200,"Четверг, 17 сентября
09:00 (UTC)",,,,,,,0,,,,,,,,,,,,,,,50.0,758,,,15.0,60.8,,,,,,северный,7.0,,19.4,3.0,
1600344000,"Четверг, 17 сентября
12:00 (UTC)",,,11.0,,,,,,,,,,,,,,,,,,,50.0,758,,,12.7,70.6,,,,,,северный,7.0,,,4.0,
1600354800,"Четверг, 17 сентября
15:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,758,,,12.9,67.3,,,,,,северный,7.0,,,4.0,
1600365600,"Четверг, 17 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,758,,,13.2,67.4,,,,,,северный,9.0,,,5.0,
1600376400,"Четверг, 17 сентября
21:00 (UTC)",,,,,,,менее 0.1,,,,,,менее 0.1,,,,,,,,,50.0,759,,,13.5,65.7,,,11.4,True,,северный,10.0,,,3.0,
1600387200,"Пятница, 18 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,,True,,,,,20.0,759,,,13.0,71.6,,,,,,,10.0,,,0.0,
1600398000,"Пятница, 18 сентября
03:00 (UTC)",,,,,,,,,,,,,,,,,True,,,,,20.0,758,,,13.3,82.6,,,,,,юго-восточный,10.0,,,1.0,
1600408800,"Пятница, 18 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,,True,,,,,20.0,758,,,12.2,81.9,,,,,,восточный,10.0,,,1.0,
1600419600,"Пятница, 18 сентября
09:00 (UTC)",,,,,,,1,,,,,,,,,True,,,,,,20.0,758,,,11.7,81.8,,,,,,,10.0,,14.6,0.0,
1600430400,"Пятница, 18 сентября
12:00 (UTC)",,,,,,,,,,,,,,,,,True,,,,,20.0,757,,,11.4,85.2,,,,,,юго-восточный,10.0,,,2.0,
1600441200,"Пятница, 18 сентября
15:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,755,,,11.5,77.5,,,,True,,восточный,10.0,,,2.0,
1600452000,"Пятница, 18 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,,True,,,,,10.0,754,,,10.5,81.1,,,,,,восточный,10.0,,,2.0,
1600462800,"Пятница, 18 сентября
21:00 (UTC)",,,16.0,,,,0.1,,,,,,1,,,,True,,,,,10.0,751,,,10.7,81.7,,,10.4,,,восточный,10.0,,,5.0,
1600473600,"Суббота, 19 сентября
00:00 (UTC)",,,20.0,,,,,,,,,,,,,,True,,,,,4.0,747,,,10.4,78.4,,,10.3,,,восточный,10.0,,,5.0,
1600484400,"Суббота, 19 сентября
03:00 (UTC)",,,20.0,,,,,,,,,,,,,,,,,,,4.0,743,,True,11.3,69.9,,,,,,северо-восточный,10.0,,,7.0,
1600495200,"Суббота, 19 сентября
06:00 (UTC)",,,16.0,,,,,,,,,,,,,,True,,,,,4.0,742,,,9.4,89.7,,,,,,северный,10.0,,,2.0,
1600506000,"Суббота, 19 сентября
09:00 (UTC)",,,,,,,17,,,,,,,,,,True,,,,,10.0,742,,,8.5,84.3,,,,,,северо-восточный,10.0,,12.0,2.0,
1600516800,"Суббота, 19 сентября
12:00 (UTC)",,,,,,,,,,,,,,,,,True,,,,,10.0,743,,,8.5,82.0,,,,,,северный,10.0,,,1.0,
1600527600,"Суббота, 19 сентября
15:00 (UTC)",,,,,,,,,,,,,,,,,True,,,,,10.0,745,,,9.0,80.4,,,,,,северный,10.0,,,1.0,
1600538400,"Суббота, 19 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,True,,,,,,10.0,746,,,9.2,73.4,,,,,,северный,10.0,,,2.0,
1600549200,"Суббота, 19 сентября
21:00 (UTC)",,,,,,,1,,,,,,18,,,,True,,,,,20.0,749,,,8.9,86.1,,,8.3,,,,10.0,,,0.0,
1600560000,"Воскресенье, 20 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,,True,,,,,2.0,750,,,10.3,87.4,,,8.6,,,,10.0,,,0.0,
1600570800,"Воскресенье, 20 сентября
03:00 (UTC)",,,,,,,,,,,,,,,,True,,,,,,20.0,751,,,12.8,78.7,,,,,,юго-западный,9.0,,,1.0,
1600581600,"Воскресенье, 20 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,752,,,12.8,79.3,,,,True,,юго-восточный,7.0,,,1.0,
1600592400,"Воскресенье, 20 сентября
09:00 (UTC)",,,,,,,2,,,,True,,,,,,,,,,,20.0,754,,,10.4,79.5,,,,,,восточный,10.0,,13.9,2.0,
1600603200,"Воскресенье, 20 сентября
12:00 (UTC)",,,12.0,,,,,,,,,,,,,,True,,,,,20.0,756,,,9.3,82.6,,,,,,восточный,10.0,,,5.0,
1600614000,"Воскресенье, 20 сентября
15:00 (UTC)",,,10.0,,,,,,,,True,,,,,,,,,,,20.0,757,,,9.4,85.0,,,,,,юго-восточный,9.0,,,1.0,
1600624800,"Воскресенье, 20 сентября
18:00 (UTC)",,,,,,,,,,,True,,,,,,,,,,,20.0,758,,,8.0,89.0,,,,,,северный,4.0,,,1.0,
1600635600,"Воскресенье, 20 сентября
21:00 (UTC)",,,,,,,менее 0.1,,,,,,2,,,,,,,,,50.0,759,,,8.8,80.3,,,7.5,,,северный,2.0,,,3.0,
1600646400,"Понедельник, 21 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,759,,,12.6,63.7,,,,,,северный,1.0,,,3.0,
1600657200,"Понедельник, 21 сентября
03:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,760,,,13.6,62.6,,,,,,южный,2.0,,,3.0,
1600668000,"Понедельник, 21 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,760,,,12.7,67.3,,,,,,юго-восточный,1.0,,,5.0,
1600678800,"Понедельник, 21 сентября
09:00 (UTC)",,,,,,,0,,,,,,,,,,,,,,,50.0,761,,,10.5,59.7,,,,,,северный,2.0,,15.4,1.0,
1600689600,"Понедельник, 21 сентября
12:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,762,,,10.5,53.3,,,,,,северный,0.0,,,4.0,
1600700400,"Понедельник, 21 сентября
15:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,763,,,8.7,64.1,,,,,,северный,0.0,,,1.0,
1600711200,"Понедельник, 21 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,763,,,5.7,86.3,,,,,,юго-восточный,1.0,,,2.0,
1600722000,"Понедельник, 21 сентября
21:00 (UTC)",,,,,,,0,,,,,,0,,,,,,,,,20.0,764,,,6.2,84.6,,,5.0,,,северо-западный,9.0,,,3.0,
1600732800,"Вторник, 22 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,764,,,9.1,71.9,,,,,,северо-западный,7.0,,,2.0,
1600743600,"Вторник, 22 сентября
03:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,763,,,13.0,60.3,,,,,,северо-западный,4.0,,,1.0,
1600754400,"Вторник, 22 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,,,,,True,,20.0,763,,,11.7,70.9,,,,,,юго-восточный,9.0,,,4.0,
1600765200,"Вторник, 22 сентября
09:00 (UTC)",,,,,,,0,,,,,,,,,,,,,,,20.0,764,,,10.3,77.8,,,,,,юго-восточный,10.0,,14.9,2.0,
1600776000,"Вторник, 22 сентября
12:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,763,,,9.9,84.4,,,,True,,юго-восточный,10.0,,,1.0,
1600786800,"Вторник, 22 сентября
15:00 (UTC)",,,,,,,,,,,,,,,,,True,,,,,10.0,763,,,9.1,90.3,,,,,,юго-восточный,10.0,,,1.0,
1600797600,"Вторник, 22 сентября
18:00 (UTC)",,,,,,,,,,,True,,,,,,,,,,,10.0,763,,,8.1,92.1,,,,,,северо-западный,10.0,,,3.0,
1600808400,"Вторник, 22 сентября
21:00 (UTC)",,,,,,,9,,,,True,,9,,,,,,,,,10.0,763,,,8.3,92.1,,,8.0,,,северо-западный,10.0,,,2.0,
1600819200,"Среда, 23 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,10.0,762,,,11.7,79.6,,,,,,северо-западный,9.0,,,1.0,
1600830000,"Среда, 23 сентября
03:00 (UTC)",,,,,,,,,,,,,,,,True,,,,,,50.0,761,,,14.6,44.3,,,,,,,6.0,,,0.0,
1600840800,"Среда, 23 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,760,,,12.3,70.5,,,,True,,юго-восточный,7.0,,,3.0,
1600851600,"Среда, 23 сентября
09:00 (UTC)",,,,,,,менее 0.1,,,,,,,,,,,,,,,50.0,761,,,9.2,70.4,,,,,,восточный,2.0,,16.1,3.0,
1600862400,"Среда, 23 сентября
12:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,761,,,7.1,73.0,,,,,,северный,2.0,,,1.0,
1600873200,"Среда, 23 сентября
15:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,762,,,6.7,71.4,,,,,,северный,1.0,,,2.0,
1600884000,"Среда, 23 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,762,,,5.7,70.7,,,,,,северный,0.0,,,3.0,
1600894800,"Среда, 23 сентября
21:00 (UTC)",,,,,,,0,,,,,,менее 0.1,,,,,,,,,50.0,763,,,5.7,70.7,,,5.1,,,северный,0.0,,,4.0,
1600905600,"Четверг, 24 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,763,,,11.7,58.3,,,,,,северо-западный,0.0,,,1.0,
1600916400,"Четверг, 24 сентября
03:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,762,,,14.8,34.0,,,,,,юго-западный,2.0,,,1.0,
1600927200,"Четверг, 24 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,762,,,11.6,55.1,,,,,,юго-восточный,7.0,,,4.0,
1600938000,"Четверг, 24 сентября
09:00 (UTC)",,,,,,,0,,,,,,,,,,,,,,,50.0,763,,,9.6,64.8,,,,,,юго-восточный,6.0,,15.7,3.0,
1600948800,"Четверг, 24 сентября
12:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,764,,,7.0,80.1,,,,,,северо-западный,1.0,,,1.0,
1600959600,"Четверг, 24 сентября
15:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,764,,,6.0,79.9,,,,,,северный,0.0,,,2.0,
1600970400,"Четверг, 24 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,764,,,4.7,74.2,,,,,,северный,4.0,,,3.0,
1600981200,"Четверг, 24 сентября
21:00 (UTC)",,,,,,,0,,,,,,0,,,,,,,,,50.0,764,,,5.0,60.1,,,4.3,,,северный,0.0,,,4.0,
1600992000,"Пятница, 25 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,764,,,10.4,49.5,,,,,,северный,1.0,,,3.0,
1601002800,"Пятница, 25 сентября
03:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,762,,,14.1,44.8,,,,,,северо-западный,7.0,,,3.0,
1601013600,"Пятница, 25 сентября
06:00 (UTC)",,,12.0,,,,,,,,,,,,,,,,,,,50.0,762,,,13.5,45.6,,,,,,северо-западный,7.0,,,6.0,
1601024400,"Пятница, 25 сентября
09:00 (UTC)",,,10.0,,,,0,,,,,,,,,,,,,,,50.0,763,,,9.1,50.6,,,,,,северный,1.0,,15.0,3.0,
1601035200,"Пятница, 25 сентября
12:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,764,,,7.2,51.2,,,,,,северный,1.0,,,2.0,
1601046000,"Пятница, 25 сентября
15:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,764,,,7.1,51.6,,,,,,северный,0.0,,,3.0,
1601056800,"Пятница, 25 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,765,,,6.3,54.5,,,,,,северный,0.0,,,3.0,
1601067600,"Пятница, 25 сентября
21:00 (UTC)",,,,,,,0,,,,,,0,,,,,,,,,50.0,766,,,6.4,48.8,,,5.6,,,северный,0.0,,,3.0,
1601078400,"Суббота, 26 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,766,,,10.7,41.7,,,,,,западный,0.0,,,1.0,
1601089200,"Суббота, 26 сентября
03:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,766,,,12.2,42.4,,,,,,юго-восточный,0.0,,,4.0,
1601100000,"Суббота, 26 сентября
06:00 (UTC)",,,10.0,,,,,,,,,,,,,,,,,,,50.0,765,,,11.6,45.7,,,,,,юго-восточный,0.0,,,5.0,
1601110800,"Суббота, 26 сентября
09:00 (UTC)",,,,,,,0,,,,,,,,,,,,,,,50.0,766,,,8.6,51.6,,,,,,юго-восточный,0.0,,14.6,1.0,
1601121600,"Суббота, 26 сентября
12:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,767,,,7.5,68.6,,,,,,юго-восточный,0.0,,,1.0,
1601132400,"Суббота, 26 сентября
15:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,768,,,5.0,85.7,,,,,,северный,0.0,,,2.0,
1601143200,"Суббота, 26 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,768,,,4.4,77.4,,,,,,северный,0.0,,,2.0,
1601154000,"Суббота, 26 сентября
21:00 (UTC)",,,,,,,0,,,,,,0,,,,,,,,,50.0,768,,,4.0,80.2,,,3.4,,,северо-западный,1.0,,,3.0,
1601164800,"Воскресенье, 27 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,768,,,9.7,61.2,,,,,,северо-западный,1.0,,,2.0,
1601175600,"Воскресенье, 27 сентября
03:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,767,,,13.5,38.1,,,,,,юго-восточный,2.0,,,2.0,
1601186400,"Воскресенье, 27 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,767,,,10.4,68.7,,,,,,юго-восточный,9.0,,,4.0,
1601197200,"Воскресенье, 27 сентября
09:00 (UTC)",,,,,,,0,,,,,,,,,,,,,,,50.0,767,,,9.0,75.0,,,,,,юго-восточный,7.0,,14.3,3.0,
1601208000,"Воскресенье, 27 сентября
12:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,767,,,7.9,81.3,,,,,,,9.0,,,0.0,
1601218800,"Воскресенье, 27 сентября
15:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,766,,,5.9,89.5,,,,,,юго-восточный,9.0,,,2.0,
1601229600,"Воскресенье, 27 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,765,,,5.4,87.5,,,,,,юго-восточный,10.0,,,2.0,
1601240400,"Воскресенье, 27 сентября
21:00 (UTC)",,,,,,,0,,,,,,0,,,,,,,,,20.0,764,,,5.8,87.0,,,5.2,,,,10.0,,,0.0,
1601251200,"Понедельник, 28 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,,,,,True,,20.0,763,,,7.5,82.4,,,,,,южный,10.0,,,1.0,
1601262000,"Понедельник, 28 сентября
03:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,760,,,10.5,63.6,,,,True,,юго-восточный,10.0,,,4.0,
1601272800,"Понедельник, 28 сентября
06:00 (UTC)",,,12.0,,,,,,,,,,,,,,,,,,,10.0,758,,True,8.2,84.8,,,,,,юго-восточный,10.0,,,4.0,
1601283600,"Понедельник, 28 сентября
09:00 (UTC)",,,13.0,,,,12,,,,,,,,,,,,,,,10.0,757,,True,7.2,85.3,,,,,,юго-восточный,10.0,,10.6,6.0,
1601294400,"Понедельник, 28 сентября
12:00 (UTC)",,,20.0,,,,,,,,,,,,,,,,,,,10.0,754,,True,7.2,83.5,,,,,,восточный,10.0,,,7.0,
1601305200,"Понедельник, 28 сентября
15:00 (UTC)",,,21.0,,,,,,,,,,,,,,,,,,,10.0,751,,True,6.2,88.9,,,,,,восточный,10.0,,,4.0,
1601316000,"Понедельник, 28 сентября
18:00 (UTC)",,,22.0,,,,,,,,,,,,,,True,,,,,10.0,750,,,6.6,75.6,,,,,,северо-восточный,10.0,,,7.0,
1601326800,"Понедельник, 28 сентября
21:00 (UTC)",,,21.0,,,,47,,,,,,58,,,,,,,,,20.0,750,,,8.9,66.0,,,5.8,True,,восточный,9.0,,,5.0,
1601337600,"Вторник, 29 сентября
00:00 (UTC)",,,16.0,,,,,,,,,,,,,,,,,,,20.0,750,,,11.6,55.1,,,,True,,северо-восточный,9.0,,,5.0,
1601348400,"Вторник, 29 сентября
03:00 (UTC)",,,12.0,,,,,,,,,,,,,,,,,,,50.0,751,,,12.0,63.1,,,,,,западный,9.0,,,1.0,
1601359200,"Вторник, 29 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,True,,,,,,50.0,753,,,10.9,68.8,,,,,,северо-западный,9.0,,,2.0,
1601370000,"Вторник, 29 сентября
09:00 (UTC)",,,,,,,менее 0.1,,,,,,,,,,,,,,,50.0,755,,,9.5,65.2,,,,,,юго-западный,7.0,,13.2,1.0,
1601380800,"Вторник, 29 сентября
12:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,757,,,7.4,77.4,,,,,,восточный,6.0,,,1.0,
1601391600,"Вторник, 29 сентября
15:00 (UTC)",,,,,,,,,,,,,,,,,True,,,,,10.0,757,,,7.1,84.1,,,,,,юго-восточный,10.0,,,1.0,
1601402400,"Вторник, 29 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,,True,,,,,10.0,757,,,8.0,85.4,,,,,,юго-восточный,10.0,,,3.0,
1601413200,"Вторник, 29 сентября
21:00 (UTC)",,,,,,,5,,,,,,5,,,,True,,,,,2.0,757,,,8.5,89.7,,,6.8,,,,10.0,,,0.0,
1601424000,"Среда, 30 сентября
00:00 (UTC)",,,,,,,,,,,True,,,,,,,,,,,10.0,757,,,9.4,89.7,,,,,,северо-западный,10.0,,,2.0,
1601434800,"Среда, 30 сентября
03:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,757,,,11.9,78.1,,,,,,,9.0,,,0.0,
1601445600,"Среда, 30 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,758,,,11.9,77.0,,,,,,северо-западный,9.0,,,1.0,
1601456400,"Среда, 30 сентября
09:00 (UTC)",,,,,,,0.5,,,,,,,,,,,,,,,50.0,758,,,9.8,84.4,,,,,,,7.0,,13.0,0.0,
1601467200,"Среда, 30 сентября
12:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,758,,,8.3,89.0,,,,,,северный,7.0,,,2.0,
1601478000,"Среда, 30 сентября
15:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,758,,,7.4,90.8,,,,,,южный,7.0,,,1.0,
1601488800,"Среда, 30 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,758,,,9.1,80.4,,,,,,северный,4.0,,,3.0,
1601499600,"Среда, 30 сентября
21:00 (UTC)",,,,,,,0,,,,,,0.5,,,,,,,,,50.0,758,,,8.8,79.8,,,6.7,,,северный,9.0,,,3.0,
1601510400,"Четверг, 1 октября
00:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,758,,,14.1,62.7,,,,,,северо-западный,1.0,,,3.0,
1601521200,"Четверг, 1 октября
03:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,757,,,15.9,44.7,,,,,,,2.0,,,0.0,
1601532000,"Четверг, 1 октября
06:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,758,,,13.0,59.5,,,,,,юго-восточный,2.0,,,4.0,
1601542800,"Четверг, 1 октября
09:00 (UTC)",,,,,,,0,,,,,,,,,,,,,,,20.0,759,,,12.0,51.8,,,,,,юго-восточный,7.0,,18.4,4.0,
1601553600,"Четверг, 1 октября
12:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,759,,,10.0,76.2,,,,,,северо-восточный,2.0,,,2.0,
1601564400,"Четверг, 1 октября
15:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,759,,,6.4,89.5,,,,,,юго-восточный,2.0,,,2.0,
1601575200,"Четверг, 1 октября
18:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,759,,,6.0,80.5,,,,,,северо-западный,2.0,,,2.0,
1601586000,"Четверг, 1 октября
21:00 (UTC)",,,,,,,0,,,,,,0,,,,,,,,,50.0,759,,,6.7,74.5,,True,4.9,,,северный,7.0,,,3.0,
1601596800,"Пятница, 2 октября
00:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,758,,,10.0,68.6,,,,,,северо-западный,2.0,,,2.0,
1601607600,"Пятница, 2 октября
03:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,757,,,12.8,61.5,,,,,,южный,2.0,,,1.0,
1601618400,"Пятница, 2 октября
06:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,757,,,10.4,69.7,,,,,,юго-восточный,7.0,,,4.0,
1601629200,"Пятница, 2 октября
09:00 (UTC)",,,,,,,0,,,,,,,,,,,,,,,20.0,758,,,8.4,78.1,,,,,,юго-восточный,9.0,,12.9,2.0,
1601640000,"Пятница, 2 октября
12:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,758,,,6.9,82.3,,,,,,восточный,2.0,,,1.0,
1601650800,"Пятница, 2 октября
15:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,758,,,6.8,88.3,,,,,,северный,9.0,,,1.0,
1601661600,"Пятница, 2 октября
18:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,758,,,6.3,87.0,,True,,,,северо-западный,1.0,,,2.0,
